Sentences,Presidential_Candidate,State,Final_Sent,Predicted_Sent
"Nearly every court demographic in Michigan, they're shifting towards Trump.",Donald Trump,Michigan,1,1
They're nearly universally all swinging towards Trump.,Donald Trump,Michigan,1,1
"Because if we assume Trump's winning North Carolina, Georgia, and Arizona, well, Michigan gets him over the top.",Donald Trump,Michigan,1,1
And the other Donald Trump is about taking us backward.,Donald Trump,Michigan,-1,-1
"And you've got into a bit of a spat with some of the forecasters who working from polls are saying, actually, things look like they're on Trump's side.",Donald Trump,Michigan,1,1
"Have you had any abuse from Donald Trump for coming out against him this time: no, but I have to tell you, I have never experienced, and I've been doing this, as I told you, since 1982.",Donald Trump,Michigan,-1,-1
"And I have to say, I attribute this to the toxic politics of violence and disorder promoted by Donald Trump before Donald Trump.",Donald Trump,Michigan,-1,-1
"Trump has spent his life talking a big game, but he has been an absolute disaster for working people.",Donald Trump,Michigan,-1,-1
"Trump also working to win Michigan, but he's getting called out for criticizing Detroit.",Donald Trump,Michigan,-1,-1
The only reason that CBS News is declining to fact-check the vice presidential debate is that they're terrified of Trump and his supporters retaliating for being held accountable on the candidates' relentless lying and disinformation.,Donald Trump,Michigan,-1,-1
"But his undercounted by about seven points, anything of even vaguely that scale is going to see him be the next president.",Donald Trump,Michigan,1,1
"And what people don't know about that is that is a Republican effort, right: one of his attorneys actually was a consultant for Donald Trump, is a member of the Republican National Lawyers Association, is a well-known lawyer in Michigan who advocated against marriage equality, against affirmative action, against abortion rights.",Donald Trump,Michigan,-1,1
"And the mystery is this, when we ask people which issues they care about, which issues are going to be most important to them when they vote, we find Donald Trump by far is viewed as better at handling those issues.",Donald Trump,Michigan,1,1
Who has a leadership experience needed for the job: Donald Trump has the edge.,Donald Trump,Michigan,1,1
So Trump's allegations about hanky-panky were on their face already dubious.,Donald Trump,Michigan,-1,-1
Daniels claims she had a sexual encounter with Trump and McDougall says she and Trump had an affair lasting 10 months.,Donald Trump,Michigan,-1,-1
"When asked about the economy, 62 percent of voters say that the economy was better during the Trump presidency.",Donald Trump,Michigan,1,1
"He was always trailing and only narrowly lost, and so, you know, I think Trump voters are notoriously hard to poll and get their participation so that you can get an accurate reading.",Donald Trump,Michigan,-1,-1
Are you concerned about the downstream effects of this on the candidate Trump and the potential president Trump: i don't really see Trump's problems being problems for Republican candidates for other office.,Donald Trump,Michigan,1,1
"If they get Trump, people that like Trump will say, you know, not that they necessarily find think he's guilty, but that they finally found a way to get him.",Donald Trump,Michigan,0,1
"And for those that don't like Trump, it will confirm what they already believe.",Donald Trump,Michigan,-1,-1
"So I don't think that that his travails are necessarily going to affect other Republicans for Senate, for Congress, state legislature, governor, et cetera.",Donald Trump,Michigan,0,0
And I think there's going to be some voters that are looking for an alternative to Biden and they might not find Donald Trump a comfortable home for them.,Donald Trump,Michigan,-1,-1
"But first, the view from Detroit, why black voters could hand this swing state to Donald Trump, people have been inundated with lies that Donald Trump is the bookie name.",Donald Trump,Michigan,-1,-1
The economy was not bad when Donald Trump was president.,Donald Trump,Michigan,1,1
"Once upon a time I was for Trump, but he's just gotten out of control.",Donald Trump,Michigan,-1,-1
"Simply put, Donald Trump is the best choice for African-Americans.",Donald Trump,Michigan,1,1
"People said Trump, Trump.",Donald Trump,Michigan,1,1
People have been inundated with false truths that he's a threat to democracy.,Donald Trump,Michigan,-1,-1
It's just not the things that he said doesn't add up.,Donald Trump,Michigan,-1,-1
"But so, you know exactly where he's coming from, you know, but the economy was not bad when Donald Trump was president.",Donald Trump,Michigan,1,1
"For Canadians, it might, that political reporter Ken Coleman points out Trump isn't trying to win over the majority of black Michigan residents.",Donald Trump,Michigan,-1,-1
"He only needs a few, Donald Trump in 2016 won Michigan by 10,000 votes.",Donald Trump,Michigan,1,1
"And so I think the strategy is, as I talk to Trump supporters, even some of whom are African American, they know that most African Americans aren't going to vote for Donald Trump.",Donald Trump,Michigan,-1,-1
"He can sway five or 10,000 maybe in Detroit proper and Flint and Battle Creek, other urban areas, maybe five or 10,000 in each one of those cities.",Donald Trump,Michigan,1,1
"Why: again, they're young African Americans and they believe that Trump gave them money during the pandemic.",Donald Trump,Michigan,1,1
"We will be free at last, we talked to some people who aren't happy with the status quo but also aren't comfortable voting for Donald Trump.",Donald Trump,Michigan,-1,-1
"This is the story of one of them, the Arab Americans who will vote for Donald Trump.",Donald Trump,Michigan,1,1
So I think it's just a safer bet to go for Donald Trump.,Donald Trump,Michigan,1,1
"Kassan Shahab is a pillar of this place, Palestinian by birth, American now to the core, and Trump is his man.",Donald Trump,Michigan,1,1
I think Trump is not a politician.,Donald Trump,Michigan,1,-1
He is just a regular person.,Donald Trump,Michigan,1,1
But he has morals.,Donald Trump,Michigan,1,1
I think they're going to support Trump because of the way they give tax dollars to them and everything.,Donald Trump,Michigan,1,1
"The disappointment that the current administration and hope that the new administration, led by Trump if he wins the election, will do something different that will help resolve some of the issues locally and internationally.",Donald Trump,Michigan,1,1
"None, my children, I came home the day I met Trump and I gave my son a MAGA hat.",Donald Trump,Michigan,1,-1
We're voting for Trump.,Donald Trump,Michigan,1,1
"Here, through all the contradictions, they are swinging to Trump.",Donald Trump,Michigan,1,1
"But Trump isn't backing down, he's softening his past rhetoric and even got an endorsement from the Trump Democratic mayor.",Donald Trump,Michigan,1,1
"Michigan, he's ahead.",Donald Trump,Michigan,1,1
"These are small margins for Donald Trump to be a head buy, but they are big enough that he would likely win.",Donald Trump,Michigan,1,1
He won Michigan and Pennsylvania against Hillary Clinton in 2016 despite being far behind.,Donald Trump,Michigan,1,1
"If Trump wins, it will be due to the economy.",Donald Trump,Michigan,1,1
"All these men out there that think, hey I'm running with Trump, I'm going to be a bad guy with Trump, the only reason that's happening is because they know women have more power.",Donald Trump,Michigan,-1,-1
Former President Donald Trump is being sued by voters in Michigan to prevent him from running for president in 2024.,Donald Trump,Michigan,-1,-1
"The lawsuit, filed by Free Speech for People, argues that Trump's actions on January 6 meet the definition of an insurrection and that he is no longer eligible for public office.",Donald Trump,Michigan,-1,-1
"But I don't know, despite Michigan going for Trump by just over 10,000 votes in 2016, the state has been arguably one of the most successful areas of Democratic resurgence in the MAGA era, governed now by a Democratic trifecta since the 2022 midterms.",Donald Trump,Michigan,0,0
"Donald Trump, I don't know why he's talking about nuclear weapons when it comes to manufacturing.",Donald Trump,Michigan,-1,-1
"When you actually listen to the words that Donald Trump says, number one, don't make a whole lot of sense, and number two, are never focused on the American people, are never focused on making your life better.",Donald Trump,Michigan,-1,-1
"Everything you're about to see is within the margin of error, okay: Wall Street Journal has got Trump up two points nationally, 47-45, which pretty much matches what we put out last week at the Fox News Channel 5048.",Donald Trump,Michigan,1,1
It has Donald Trump up one point among likely voters 50-49.,Donald Trump,Michigan,1,1
So it's a pretty favorable poll for Donald Trump.,Donald Trump,Michigan,1,1
"Your average, real clear, has Trump leading by half a point.",Donald Trump,Michigan,1,1
"Donald Trump, what he's doing at these rallies is he gets to this point where he gets like a minute and a half where he says, this is what I'm going to do.",Donald Trump,Michigan,0,0
"This is the most disciplined campaign his staff has run, but he remains undisciplined.",Donald Trump,Michigan,-1,-1
